Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2023-09-26,Monitor,Accessories,North,7,4165,263.26
2024-02-19,Laptop,Electronics,East,3,3021,763.99
2024-04-29,Keyboard,Accessories,North,2,310,70.66
2024-05-15,Headphones,Accessories,South,2,2170,522.0
2024-10-22,Tablet,Electronics,West,3,2832,317.76
2022-07-31,Smartwatch,Electronics,West,5,3945,392.09
2022-09-10,Tablet,Electronics,South,4,2104,308.0
2022-08-24,Monitor,Accessories,South,2,2060,517.64
2024-06-23,Printer,Office,North,4,1060,155.78
2023-01-13,Smartwatch,Electronics,South,6,810,108.61
2022-09-23,Laptop,Electronics,West,3,873,57.42
2022-02-08,Tablet,Electronics,West,5,595,121.11
2022-12-18,Laptop,Electronics,West,2,1562,119.56
2022-01-25,Smartwatch,Electronics,East,9,5337,1575.99
2022-12-09,Printer,Office,North,2,212,13.4
2023-06-14,Printer,Office,East,8,2704,705.74
2024-05-31,Laptop,Electronics,North,5,3225,523.32
2023-08-07,Monitor,Accessories,North,2,1342,184.59
2022-07-13,Mouse,Accessories,South,7,3395,1012.78
2024-12-01,Smartwatch,Electronics,East,4,3968,480.72
2024-04-12,Smartphone,Electronics,West,5,4555,776.65
2022-02-26,Tablet,Electronics,West,2,2132,365.44
2022-03-31,Mouse,Accessories,West,6,6516,842.83
2023-08-17,Smartwatch,Electronics,North,2,2040,481.15
2024-09-23,Mouse,Accessories,East,6,6126,428.38
2022-09-11,Smartwatch,Electronics,West,8,520,30.58
2023-01-01,Camera,Electronics,South,5,4470,526.96
2024-07-12,Smartwatch,Electronics,West,8,5504,1196.78
2022-01-11,Headphones,Accessories,West,4,3036,511.69
2024-10-05,Smartwatch,Electronics,East,5,2725,308.29
2024-09-16,Printer,Office,North,8,4080,336.96
2024-05-23,Keyboard,Accessories,North,8,3080,776.6
2023-06-08,Smartwatch,Electronics,North,5,1525,413.75
2022-07-16,Monitor,Accessories,South,4,1332,342.85
2023-07-24,Smartphone,Electronics,South,7,4669,803.21
2022-03-12,Smartwatch,Electronics,West,6,5310,1099.84
2023-01-12,Camera,Electronics,East,8,9392,2651.84
2022-11-03,Monitor,Accessories,South,5,1350,198.19
2024-03-14,Monitor,Accessories,North,4,3648,768.61
2023-07-27,Printer,Office,North,2,300,47.59
2022-08-14,Smartphone,Electronics,North,3,3408,727.26
2024-11-17,Keyboard,Accessories,South,9,4302,475.96
2024-05-13,Keyboard,Accessories,South,5,4575,771.24
2022-10-21,Laptop,Electronics,East,8,9304,1855.7
2024-04-15,Monitor,Accessories,East,4,1928,232.48
2023-01-17,Printer,Office,East,2,1042,86.24
2023-11-28,Tablet,Electronics,East,3,2214,507.7
2024-05-03,Keyboard,Accessories,South,4,3024,678.26
2023-08-11,Camera,Electronics,East,2,1104,173.01
2022-07-26,Mouse,Accessories,East,8,6056,1631.71
2023-02-07,Mouse,Accessories,South,5,5295,1375.98
2022-01-19,Smartphone,Electronics,North,4,3668,839.4
2023-06-30,Printer,Office,South,9,4293,295.47
2022-08-19,Mouse,Accessories,North,7,5789,950.45
2023-08-27,Smartwatch,Electronics,North,6,4440,800.92
2022-03-10,Printer,Office,South,5,5515,330.02
2024-10-12,Camera,Electronics,North,4,784,192.77
2024-06-15,Laptop,Electronics,East,4,576,156.59
2024-09-09,Smartwatch,Electronics,West,5,705,198.62
2023-09-24,Keyboard,Accessories,North,6,4458,1215.3
2022-08-25,Smartphone,Electronics,East,6,6780,811.92
2023-10-01,Smartwatch,Electronics,North,5,3970,642.7
2023-01-08,Monitor,Accessories,North,7,5131,368.11
2022-10-02,Laptop,Electronics,East,7,1750,90.21
2022-02-11,Tablet,Electronics,East,7,8337,753.35
2022-09-15,Keyboard,Accessories,East,9,9810,549.46
2024-01-28,Keyboard,Accessories,East,3,2658,794.36
2022-07-23,Printer,Office,West,1,473,43.65
2022-01-14,Tablet,Electronics,North,9,2205,410.01
2023-06-13,Smartphone,Electronics,South,9,6948,1409.3
2022-09-09,Tablet,Electronics,North,3,774,212.02
2023-12-26,Tablet,Electronics,North,3,2532,343.13
2024-11-16,Laptop,Electronics,West,7,6587,1173.91
2024-04-01,Smartphone,Electronics,East,7,7266,806.79
2024-11-27,Smartphone,Electronics,East,7,6867,502.06
2023-07-01,Camera,Electronics,South,9,4887,396.36
2023-02-13,Mouse,Accessories,West,4,864,251.99
2023-11-09,Smartphone,Electronics,East,6,5190,1215.07
2022-05-20,Keyboard,Accessories,South,8,2128,294.45
2024-06-26,Mouse,Accessories,East,2,1718,218.82
2022-05-02,Smartphone,Electronics,North,2,1270,229.39
2023-05-18,Keyboard,Accessories,East,7,2569,130.19
2022-02-14,Printer,Office,South,2,1518,262.65
2022-11-22,Headphones,Accessories,South,2,1210,268.37
2022-03-15,Mouse,Accessories,East,2,1128,94.13
2023-08-23,Headphones,Accessories,North,1,1077,77.97
2023-12-18,Keyboard,Accessories,East,6,2244,517.47
2022-09-16,Mouse,Accessories,West,8,1608,464.18
2024-12-15,Camera,Electronics,West,5,3685,476.2
2024-04-25,Camera,Electronics,North,8,4080,1079.49
2024-02-09,Monitor,Accessories,North,1,404,84.4
2023-04-19,Keyboard,Accessories,South,2,1738,163.38
2023-01-31,Printer,Office,West,3,828,210.33
2023-11-24,Mouse,Accessories,North,4,4344,461.72
2023-10-02,Tablet,Electronics,North,1,1130,268.88
2024-04-18,Headphones,Accessories,North,3,1698,304.91
2023-06-27,Tablet,Electronics,East,4,844,136.02
2023-02-20,Printer,Office,West,2,2286,218.18
2023-12-12,Camera,Electronics,East,2,1026,170.31
2023-10-04,Laptop,Electronics,West,6,6984,1433.65
2022-02-18,Monitor,Accessories,West,4,1672,432.35
2023-01-08,Laptop,Electronics,North,6,1092,63.98
2024-04-01,Headphones,Accessories,South,2,272,24.71
2023-11-12,Headphones,Accessories,West,2,1126,204.99
2023-10-22,Mouse,Accessories,West,7,8155,2177.38
2023-03-29,Smartwatch,Electronics,East,7,4298,358.38
2022-12-17,Smartphone,Electronics,East,5,1365,310.66
2024-11-28,Camera,Electronics,West,6,4116,381.35
2022-04-07,Headphones,Accessories,South,8,904,181.45
2024-12-05,Smartwatch,Electronics,South,1,70,10.64
2023-09-03,Keyboard,Accessories,East,2,344,72.87
2023-08-19,Printer,Office,East,1,330,78.52
2024-08-17,Headphones,Accessories,South,2,518,34.22
2022-08-18,Mouse,Accessories,North,9,2763,458.4
2022-03-26,Smartwatch,Electronics,North,2,2298,343.53
2024-10-02,Monitor,Accessories,South,1,436,73.89
2022-09-28,Mouse,Accessories,East,6,1824,213.47
2024-05-12,Laptop,Electronics,North,5,1540,411.83
2023-03-14,Tablet,Electronics,East,7,5572,385.82
2023-09-21,Monitor,Accessories,East,6,3030,335.71
2024-05-02,Monitor,Accessories,West,5,1245,345.84
2022-01-31,Tablet,Electronics,South,4,1252,326.69
2024-06-04,Camera,Electronics,North,9,4959,479.28
2023-02-16,Monitor,Accessories,West,7,8162,443.81
2023-05-26,Monitor,Accessories,East,5,1370,253.92
2023-12-28,Tablet,Electronics,North,3,3111,607.23
2022-10-10,Mouse,Accessories,South,7,7805,1078.03
2024-04-21,Smartphone,Electronics,South,9,10314,2729.6
2023-09-29,Keyboard,Accessories,South,9,10782,2730.14
2024-10-22,Monitor,Accessories,West,5,4375,987.96
2023-07-31,Monitor,Accessories,North,5,2265,595.05
2022-04-15,Laptop,Electronics,East,1,166,9.69
2024-04-24,Headphones,Accessories,North,7,7217,1481.7
2022-01-16,Tablet,Electronics,East,3,1767,186.54
2023-12-06,Laptop,Electronics,East,3,2883,557.81
2024-09-04,Smartwatch,Electronics,South,3,1338,396.08
2024-08-24,Printer,Office,East,9,9459,604.06
2022-06-10,Printer,Office,North,3,168,45.31
2022-10-03,Smartphone,Electronics,South,9,4536,479.78
2022-02-25,Mouse,Accessories,East,4,4404,793.7
2023-08-18,Monitor,Accessories,North,4,1952,148.67
2022-12-23,Mouse,Accessories,North,3,2004,467.76
2022-06-30,Keyboard,Accessories,South,4,468,131.48
2024-11-10,Smartphone,Electronics,West,9,8667,1597.49
2024-02-24,Printer,Office,West,7,6097,567.32
2022-04-11,Headphones,Accessories,South,9,4752,1415.65
2023-05-10,Keyboard,Accessories,East,1,1172,124.9
2022-05-20,Keyboard,Accessories,North,2,1608,170.29
2023-05-21,Printer,Office,South,7,7595,969.07
2024-07-17,Smartwatch,Electronics,West,1,1142,306.84
2024-11-18,Keyboard,Accessories,North,2,116,13.67
2022-06-06,Smartphone,Electronics,East,9,3951,908.13
2023-12-21,Keyboard,Accessories,East,2,1606,138.96
2022-11-16,Headphones,Accessories,South,3,2025,403.0
2023-07-24,Smartwatch,Electronics,West,2,2006,235.52
2024-06-05,Camera,Electronics,South,9,9423,652.06
2022-08-24,Laptop,Electronics,North,4,2276,399.94
2022-08-22,Monitor,Accessories,West,5,4880,664.06
2024-11-18,Laptop,Electronics,East,3,1773,183.15
2023-01-21,Smartwatch,Electronics,South,9,2718,195.97
2022-11-07,Headphones,Accessories,East,4,3168,939.45
2022-01-31,Camera,Electronics,West,2,1716,368.06
2024-02-07,Smartphone,Electronics,West,2,214,14.08
2024-06-04,Camera,Electronics,East,2,2092,366.12
2024-03-21,Headphones,Accessories,West,3,225,46.96
2023-03-26,Smartwatch,Electronics,East,1,859,217.67
2022-04-10,Printer,Office,West,2,2070,183.41
2024-06-10,Keyboard,Accessories,South,6,3240,758.19
2022-10-08,Tablet,Electronics,East,2,1748,506.52
2023-07-06,Mouse,Accessories,West,8,2080,108.48
2022-06-18,Smartwatch,Electronics,North,3,2193,521.14
2023-06-08,Headphones,Accessories,West,5,2080,614.77
2022-05-13,Mouse,Accessories,South,5,5070,986.39
2024-03-08,Laptop,Electronics,South,7,469,47.4
2023-10-08,Printer,Office,South,1,802,153.55
2024-12-31,Smartphone,Electronics,West,6,930,213.6
2022-03-11,Smartwatch,Electronics,South,1,495,55.17
2024-08-01,Monitor,Accessories,East,6,4938,847.89
2022-08-21,Tablet,Electronics,South,2,1300,267.46
2024-12-11,Mouse,Accessories,South,7,2100,131.67
2024-03-13,Camera,Electronics,South,2,2248,636.52
2023-12-05,Headphones,Accessories,North,8,7096,991.23
2022-05-13,Headphones,Accessories,East,3,1992,252.21
2022-01-29,Camera,Electronics,South,4,4056,1189.26
2022-12-22,Camera,Electronics,East,2,1986,208.88
2024-04-07,Printer,Office,East,3,1635,196.73
2022-03-05,Smartwatch,Electronics,East,9,3132,443.27
2023-05-21,Smartphone,Electronics,South,8,7064,1554.52
2024-03-16,Camera,Electronics,East,1,907,249.2
2023-01-14,Mouse,Accessories,South,9,7938,1191.41
2023-11-11,Printer,Office,South,4,4360,1207.46
2024-08-19,Keyboard,Accessories,West,3,375,95.04
2022-09-24,Monitor,Accessories,North,7,826,101.01
2023-11-04,Headphones,Accessories,East,1,1011,186.42
2023-09-09,Mouse,Accessories,East,3,807,148.58
2024-12-17,Headphones,Accessories,North,2,1840,367.7
2022-02-07,Keyboard,Accessories,West,5,4550,1039.34
2024-01-07,Smartphone,Electronics,North,9,8793,901.7
2024-07-09,Headphones,Accessories,North,5,310,32.01
2023-11-28,Headphones,Accessories,East,3,1143,275.04
2022-03-10,Monitor,Accessories,West,3,2610,740.21
2022-07-31,Tablet,Electronics,West,6,1494,269.25
2023-07-05,Smartphone,Electronics,North,4,1524,189.32
2023-11-21,Tablet,Electronics,North,9,9441,2171.42
2022-06-18,Smartphone,Electronics,South,4,3520,417.26
2023-03-29,Tablet,Electronics,West,2,390,103.99
2024-01-27,Printer,Office,South,3,3219,255.09
2024-09-29,Laptop,Electronics,North,1,450,75.89
2023-08-12,Smartwatch,Electronics,South,4,828,216.98
2022-01-17,Printer,Office,East,1,1146,152.79
2024-07-09,Monitor,Accessories,West,3,1986,361.33
2023-03-21,Smartwatch,Electronics,North,8,7264,1776.83
2023-06-08,Laptop,Electronics,East,7,7469,915.63
2024-03-19,Laptop,Electronics,South,5,1385,165.55
2023-03-13,Tablet,Electronics,North,4,4556,315.07
2024-02-08,Monitor,Accessories,North,3,456,61.42
2024-11-15,Monitor,Accessories,North,2,1984,125.13
2024-09-17,Smartwatch,Electronics,North,6,5178,1321.58
2023-05-11,Smartwatch,Electronics,West,1,281,30.51
2024-11-26,Monitor,Accessories,South,9,3033,177.92
2022-03-27,Camera,Electronics,East,3,1107,65.88
2022-04-10,Mouse,Accessories,South,3,1446,356.7
2024-07-27,Printer,Office,North,3,1335,263.04
2023-01-23,Mouse,Accessories,South,2,266,20.11
2024-04-22,Smartphone,Electronics,West,6,648,162.3
2023-03-15,Tablet,Electronics,South,2,344,80.87
2024-05-25,Smartphone,Electronics,West,6,5724,1640.19
2022-03-16,Headphones,Accessories,East,5,4920,323.38
2023-01-07,Camera,Electronics,West,5,5440,457.04
2024-04-25,Smartphone,Electronics,West,7,7994,908.65
2023-10-23,Camera,Electronics,South,9,3780,724.36
2023-05-27,Smartphone,Electronics,North,1,1017,209.97
2023-01-31,Smartphone,Electronics,West,6,1578,82.85
2023-10-09,Smartphone,Electronics,South,2,912,161.37
2024-04-29,Laptop,Electronics,West,6,2520,182.59
2024-12-06,Mouse,Accessories,East,8,2632,262.55
2023-07-10,Monitor,Accessories,West,6,6582,729.68
2024-01-16,Camera,Electronics,East,8,3432,172.69
2023-09-10,Keyboard,Accessories,South,2,1030,254.65
2022-10-13,Mouse,Accessories,West,8,1192,289.91
2024-07-24,Printer,Office,West,9,7083,994.47
2022-02-22,Printer,Office,South,7,3675,227.14
2023-10-30,Monitor,Accessories,North,4,4740,833.27
2024-04-14,Headphones,Accessories,East,4,1716,364.96
2023-02-07,Printer,Office,South,7,3528,260.06
2022-06-22,Camera,Electronics,South,3,777,71.72
2022-04-29,Camera,Electronics,East,4,3368,558.93
2022-10-11,Tablet,Electronics,North,4,4240,251.46
2022-04-15,Laptop,Electronics,South,3,3285,292.87
2023-01-14,Smartphone,Electronics,South,6,4872,612.73
2022-08-24,Smartphone,Electronics,East,9,2466,638.41
2024-10-26,Tablet,Electronics,West,5,2465,497.19
2023-05-15,Tablet,Electronics,North,3,612,40.15
2022-10-25,Tablet,Electronics,South,5,4170,658.98
2023-03-13,Camera,Electronics,South,8,1088,160.33
2024-07-30,Keyboard,Accessories,West,2,1626,354.49
2023-11-06,Smartphone,Electronics,North,6,6486,359.49
2022-12-14,Monitor,Accessories,West,8,6968,1226.22
2024-01-03,Smartphone,Electronics,North,1,357,82.86
2024-02-17,Laptop,Electronics,South,1,454,58.4
2024-04-04,Tablet,Electronics,East,3,3582,501.47
2024-06-25,Tablet,Electronics,West,9,3762,484.75
2024-10-31,Smartwatch,Electronics,South,9,6642,394.48
2024-09-25,Monitor,Accessories,West,4,408,45.2
2024-03-08,Tablet,Electronics,West,1,105,25.26
2024-05-04,Tablet,Electronics,West,3,2682,584.69
2022-07-11,Keyboard,Accessories,East,7,497,76.31
2022-08-19,Printer,Office,South,7,4823,420.58
2024-10-01,Smartwatch,Electronics,North,8,4048,666.1
2023-10-19,Printer,Office,South,7,2758,459.02
2022-12-23,Smartphone,Electronics,North,8,4096,266.35
2024-10-11,Printer,Office,North,8,7264,1318.0
2022-04-09,Mouse,Accessories,East,6,4302,957.38
2022-03-03,Printer,Office,North,7,3297,583.86
2023-01-27,Printer,Office,North,5,5960,1139.78
2024-01-22,Keyboard,Accessories,West,1,386,114.9
2022-01-20,Printer,Office,West,1,684,170.36
2022-06-15,Laptop,Electronics,South,3,1275,168.64
2023-05-18,Mouse,Accessories,North,9,5949,368.51
2023-02-06,Camera,Electronics,East,7,5159,755.22
2022-07-01,Monitor,Accessories,North,4,1100,127.13
2024-01-26,Mouse,Accessories,South,2,290,50.23
2023-08-05,Smartwatch,Electronics,East,8,7144,492.1
2022-08-09,Keyboard,Accessories,West,5,4200,330.48
2022-02-08,Monitor,Accessories,North,6,5022,291.89
2024-12-13,Smartphone,Electronics,West,2,2354,371.34
2024-10-10,Smartphone,Electronics,South,2,2032,149.7
2024-10-15,Printer,Office,South,8,9528,1942.35
2024-05-25,Keyboard,Accessories,South,2,2372,275.88
2022-02-14,Laptop,Electronics,West,3,2703,609.75
2023-05-04,Laptop,Electronics,South,4,1264,267.82
2024-05-21,Smartphone,Electronics,South,4,1624,333.74
2023-05-14,Mouse,Accessories,West,8,2976,507.77
2024-07-02,Headphones,Accessories,West,6,4998,863.82
2024-04-18,Printer,Office,South,1,445,29.57
2022-10-20,Printer,Office,West,1,98,28.57
2022-08-22,Tablet,Electronics,North,7,4102,354.03
2022-01-11,Printer,Office,North,1,1016,171.31
2023-08-18,Headphones,Accessories,South,4,1960,234.88
2024-09-15,Mouse,Accessories,West,7,2751,675.95
2022-07-15,Smartphone,Electronics,East,7,4032,742.98
2024-07-28,Smartphone,Electronics,West,7,5978,1791.25
2023-12-16,Headphones,Accessories,West,7,8050,2129.97
2024-05-24,Monitor,Accessories,East,7,4648,1240.98
2022-06-14,Smartphone,Electronics,North,3,1119,108.68
2023-06-14,Printer,Office,South,9,2178,382.67
2024-12-11,Laptop,Electronics,East,1,918,180.31
2023-02-05,Smartphone,Electronics,East,9,6903,837.35
2023-08-21,Keyboard,Accessories,North,5,4855,534.23
2023-12-18,Camera,Electronics,South,2,2158,483.94
2023-04-13,Mouse,Accessories,North,7,4550,1077.8
2023-09-24,Tablet,Electronics,West,4,3592,249.54
2022-12-19,Tablet,Electronics,South,8,3488,943.25
2022-05-21,Monitor,Accessories,North,2,1214,163.8
2024-09-21,Mouse,Accessories,West,9,7200,1469.23
2023-03-24,Laptop,Electronics,East,8,1808,339.31
2022-12-29,Camera,Electronics,West,9,7083,560.88
2024-06-05,Monitor,Accessories,East,4,1060,260.21
2022-11-17,Smartwatch,Electronics,South,9,7182,461.61
2024-05-07,Smartphone,Electronics,West,6,5532,552.74
2024-08-23,Headphones,Accessories,South,8,1800,326.03
2023-12-17,Headphones,Accessories,South,1,351,32.61
2022-11-10,Smartwatch,Electronics,West,2,1200,191.43
2023-12-01,Tablet,Electronics,South,9,1593,322.46
2024-12-15,Monitor,Accessories,East,3,2580,448.02
2022-03-12,Keyboard,Accessories,East,6,6780,1794.97
2022-03-25,Smartphone,Electronics,South,2,1298,204.08
2024-12-24,Smartwatch,Electronics,South,7,4585,383.97
2023-04-16,Tablet,Electronics,North,1,516,70.53
2024-05-14,Tablet,Electronics,West,4,1780,420.28
2022-11-07,Keyboard,Accessories,North,5,365,94.05
2023-02-26,Tablet,Electronics,South,8,3896,735.66
2024-04-28,Laptop,Electronics,South,1,636,169.24
2024-07-27,Monitor,Accessories,East,7,637,87.86
2023-09-26,Keyboard,Accessories,South,3,1302,180.82
2024-08-24,Smartphone,Electronics,West,1,719,40.42
2023-08-08,Camera,Electronics,West,6,5106,1341.93
2023-07-11,Mouse,Accessories,West,3,1215,129.8
2024-05-23,Camera,Electronics,East,9,1791,187.28
2023-09-30,Printer,Office,East,9,6255,452.46
2023-05-02,Printer,Office,East,5,4165,1012.37
2023-12-31,Monitor,Accessories,South,5,5990,1192.11
2023-12-01,Tablet,Electronics,South,1,847,142.74
2024-02-04,Camera,Electronics,East,8,688,131.26
2023-06-24,Tablet,Electronics,East,2,1188,286.38
2023-08-20,Camera,Electronics,North,7,3101,926.09
2024-12-30,Headphones,Accessories,West,9,8703,1562.88
2024-10-29,Printer,Office,West,9,9324,2416.93
2024-09-20,Laptop,Electronics,North,1,749,68.17
2024-11-17,Smartwatch,Electronics,West,4,3224,871.53
2023-10-01,Monitor,Accessories,South,3,459,40.96
2024-12-24,Smartwatch,Electronics,East,7,5726,976.14
2022-04-20,Keyboard,Accessories,West,4,616,175.75
2024-12-24,Laptop,Electronics,North,2,1584,406.25
2023-06-24,Laptop,Electronics,East,5,3205,368.41
2024-09-18,Printer,Office,East,1,958,186.76
2023-12-18,Laptop,Electronics,East,9,5139,1315.93
2024-11-09,Smartphone,Electronics,West,5,3795,239.15
2024-03-03,Camera,Electronics,East,2,810,229.33
2024-05-11,Camera,Electronics,South,6,5106,1500.2
2024-06-30,Monitor,Accessories,West,2,798,79.25
2022-02-22,Laptop,Electronics,West,5,3165,895.33
2023-09-21,Tablet,Electronics,East,5,5935,875.84
2022-06-27,Keyboard,Accessories,South,4,3352,663.15
2024-01-29,Smartphone,Electronics,West,9,8343,821.0
2022-05-25,Monitor,Accessories,East,4,2604,411.38
2023-10-28,Headphones,Accessories,West,1,526,108.88
2023-11-12,Monitor,Accessories,West,9,5220,1324.01
2023-11-12,Printer,Office,North,9,1737,152.98
2022-10-24,Mouse,Accessories,West,6,3186,841.04
2023-01-13,Smartphone,Electronics,West,6,7014,1202.25
2023-01-17,Mouse,Accessories,South,9,3411,444.87
2022-01-20,Monitor,Accessories,East,1,513,87.58
2022-07-05,Smartphone,Electronics,West,1,1104,277.85
2022-08-11,Smartphone,Electronics,East,9,2718,271.51
2023-05-14,Headphones,Accessories,North,6,1662,416.3
2023-12-16,Mouse,Accessories,West,5,1700,360.59
2024-12-06,Tablet,Electronics,South,4,2932,597.65
2023-10-13,Mouse,Accessories,North,4,3604,971.14
2024-03-26,Camera,Electronics,West,4,4596,553.58
2024-04-05,Smartwatch,Electronics,East,6,930,68.24
2023-06-24,Tablet,Electronics,North,3,2790,470.93
2022-05-22,Smartphone,Electronics,North,6,4596,1162.75
2023-10-15,Keyboard,Accessories,South,1,962,260.28
2024-10-23,Smartphone,Electronics,North,1,92,14.88
2024-09-29,Keyboard,Accessories,North,5,1130,254.99
2024-04-29,Headphones,Accessories,East,6,6024,1706.41
2024-01-16,Printer,Office,South,1,879,135.0
2022-06-06,Monitor,Accessories,East,8,2384,444.98
2024-12-25,Camera,Electronics,South,4,4644,277.26
2024-04-04,Keyboard,Accessories,East,1,607,79.78
2022-09-29,Mouse,Accessories,South,7,770,129.11
2022-11-06,Keyboard,Accessories,South,1,711,158.89
2023-08-02,Keyboard,Accessories,South,2,1088,235.83
2024-03-05,Laptop,Electronics,East,7,4704,513.14
2022-12-15,Laptop,Electronics,East,5,660,90.86
2022-11-25,Headphones,Accessories,South,5,4680,516.26
2022-10-06,Camera,Electronics,East,7,6797,665.29
2024-12-11,Mouse,Accessories,North,9,558,38.86
2023-09-13,Monitor,Accessories,East,4,4496,1115.75
2022-05-28,Keyboard,Accessories,South,1,713,62.78
2022-08-17,Camera,Electronics,East,2,1310,212.43
2024-10-31,Keyboard,Accessories,West,9,2853,564.05
2023-11-20,Camera,Electronics,South,2,2324,516.06
2024-04-16,Laptop,Electronics,North,1,330,53.42
2023-09-22,Camera,Electronics,South,3,588,100.52
2024-05-07,Smartphone,Electronics,East,1,63,11.91
2022-03-15,Tablet,Electronics,East,7,847,147.71
2024-06-28,Printer,Office,East,1,1037,56.89
2024-01-06,Mouse,Accessories,North,1,373,72.17
2023-12-20,Laptop,Electronics,North,1,1176,157.47
2022-01-11,Smartphone,Electronics,East,3,2139,422.52
2024-12-11,Monitor,Accessories,West,9,4140,301.12
2024-01-13,Laptop,Electronics,North,1,1038,63.23
2024-07-28,Monitor,Accessories,East,8,2024,203.11
2022-04-15,Smartwatch,Electronics,South,6,6624,1136.09
2023-09-23,Smartwatch,Electronics,East,7,5019,1154.79
2024-04-15,Smartphone,Electronics,East,5,750,207.77
2023-03-23,Camera,Electronics,North,7,6461,1455.36
2023-11-04,Tablet,Electronics,West,6,2946,208.01
2024-05-24,Monitor,Accessories,South,1,618,81.04
2022-03-27,Printer,Office,South,2,1774,322.49
2022-05-11,Camera,Electronics,East,9,8586,700.37
2024-02-13,Laptop,Electronics,South,5,2000,232.41
2023-02-16,Mouse,Accessories,East,1,849,205.88
2023-08-13,Mouse,Accessories,East,6,3186,374.63
2024-05-15,Monitor,Accessories,South,4,2536,495.13
2024-05-09,Smartwatch,Electronics,South,2,1306,228.41
2022-05-02,Tablet,Electronics,East,3,2508,631.85
2024-07-13,Tablet,Electronics,North,8,1048,107.56
2022-11-19,Keyboard,Accessories,East,4,1516,256.96
2024-03-04,Smartphone,Electronics,West,9,10458,1835.21
2024-05-20,Headphones,Accessories,East,9,2754,259.16
2022-09-28,Printer,Office,West,4,3432,364.27
2022-12-25,Monitor,Accessories,South,2,1234,257.89
2022-07-30,Monitor,Accessories,East,1,847,146.25
2022-10-23,Keyboard,Accessories,South,7,7672,896.11
2024-04-04,Monitor,Accessories,North,9,7596,1454.15
2024-11-02,Keyboard,Accessories,East,7,7252,1357.27
2024-12-05,Smartwatch,Electronics,West,6,732,136.59
2023-06-27,Smartphone,Electronics,West,1,173,20.96
2023-03-18,Camera,Electronics,North,3,2805,749.5
2023-09-18,Smartphone,Electronics,West,8,7048,391.96
2024-08-16,Mouse,Accessories,East,6,4698,1020.11
2024-01-17,Smartwatch,Electronics,South,1,565,148.79
2023-06-17,Monitor,Accessories,North,1,672,198.75
2022-07-24,Camera,Electronics,South,6,2604,566.34
2024-05-31,Tablet,Electronics,West,6,5124,501.5
2022-08-14,Smartwatch,Electronics,West,5,2455,714.35
2022-03-01,Printer,Office,North,2,1796,225.15
2022-01-25,Laptop,Electronics,South,1,288,61.85
2023-07-23,Laptop,Electronics,North,5,2160,553.41
2022-03-10,Tablet,Electronics,West,1,105,27.36
2023-05-05,Monitor,Accessories,South,9,7578,1596.64
2023-03-10,Headphones,Accessories,South,1,365,50.1
2024-04-23,Camera,Electronics,West,8,3752,537.98
2024-08-21,Keyboard,Accessories,North,2,1384,316.21
2023-02-21,Smartphone,Electronics,West,5,475,76.22
2023-01-09,Printer,Office,West,4,1116,242.31
2023-08-24,Smartphone,Electronics,West,1,137,39.35
2022-01-12,Headphones,Accessories,South,6,738,158.96
2023-10-09,Camera,Electronics,West,3,1821,543.01
2022-04-22,Keyboard,Accessories,West,7,3654,670.16
2024-07-14,Keyboard,Accessories,East,6,2592,404.89
2022-04-25,Camera,Electronics,East,6,996,225.75
2024-07-10,Mouse,Accessories,North,1,693,62.75
2023-10-24,Keyboard,Accessories,East,3,513,48.23
2024-05-17,Smartwatch,Electronics,East,8,5736,937.62
2023-04-06,Mouse,Accessories,East,2,1458,208.93
2022-12-03,Smartphone,Electronics,East,8,5496,1104.93
2022-01-07,Tablet,Electronics,North,3,3183,358.87
2023-07-27,Headphones,Accessories,East,6,3990,975.5
2024-02-05,Smartphone,Electronics,West,2,582,76.45
2022-05-03,Printer,Office,South,5,3340,845.53
2023-08-30,Monitor,Accessories,West,1,890,59.1
2024-09-22,Printer,Office,East,6,4890,689.01
2023-10-19,Keyboard,Accessories,East,3,2625,349.61
2022-09-14,Smartwatch,Electronics,North,4,1440,200.09
2024-12-26,Headphones,Accessories,North,5,505,93.85
2022-01-28,Laptop,Electronics,North,8,8192,1822.87
2023-08-09,Keyboard,Accessories,East,3,1920,144.3
2022-10-18,Smartwatch,Electronics,West,8,8768,1065.8
2022-10-12,Mouse,Accessories,North,1,1140,117.05
2023-01-23,Laptop,Electronics,North,4,952,264.61
2024-05-02,Smartphone,Electronics,North,1,225,51.07
2022-08-01,Printer,Office,South,4,1304,336.95
2023-06-25,Camera,Electronics,East,3,1029,206.83
2024-02-29,Printer,Office,South,3,3402,442.67
2022-05-24,Laptop,Electronics,North,9,8460,1201.94
2024-03-07,Monitor,Accessories,North,1,104,26.86
2023-12-18,Monitor,Accessories,West,9,10665,1595.08
2023-08-12,Smartwatch,Electronics,East,8,984,183.07
2024-09-18,Smartphone,Electronics,North,4,2064,359.3
2022-03-08,Laptop,Electronics,North,2,594,172.47
2023-10-25,Printer,Office,South,8,6016,898.33
2024-08-22,Smartphone,Electronics,North,8,2864,195.16
2024-07-17,Tablet,Electronics,North,4,724,186.95
2024-02-11,Mouse,Accessories,East,6,4098,1174.46
2023-06-12,Monitor,Accessories,North,1,338,32.61
2024-03-09,Printer,Office,West,8,9280,1596.88
2022-04-16,Smartwatch,Electronics,East,1,890,57.04
